po_number,supplier_name,supplier_id,minority_supplier_certificate,sustainability_rating,financial_health_score,service_name,parent_category,category,description,catalog_id,route,equipment,total_weight_lbs,quantity,dimensions,distance_miles,base_rate_per_mile,fuel_surcharge,detention_rate_per_hour,liftgate_service_rate,total_estimated_cost,contract_utilised,payment_terms,currency,unit_of_measure,country,po_date,pickup_date,delivery_date,"
actual_receipt_date",special_instructions,additional_terms_and_conditions,additional_services,contract_id,contract_value,contract_term,contract_start_date,contract_end_date,authorized_by,ship_from,ship_from_address,ship_to,ship_to_address,department,cost_center,gl_account_id,requester
PO9797,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.9,0.24,69,0.13,8003,0.0,Net 30 days,USD,plt,US,1/9/2022,1/14/2022,1/16/2022,1/16/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9795,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.9,0.24,69,0.13,8003,0.0,Net 30 days,USD,plt,US,2/17/2022,2/21/2022,2/23/2022,2/23/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9796,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.9,0.24,69,0.13,8003,0.0,Net 30 days,USD,plt,US,5/17/2022,5/22/2022,5/24/2022,5/24/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9774,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.9,0.24,69,0.13,8003,0.0,Net 30 days,USD,plt,US,9/9/2022,9/12/2022,9/14/2022,9/14/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9792,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,2.9,0.24,69,0.13,13024,0.0,Net 30 days,USD,plt,US,9/20/2022,9/24/2022,9/27/2022,9/27/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9779,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.9,0.24,69,0.13,8003,0.0,Net 30 days,USD,plt,US,10/6/2022,10/11/2022,10/14/2022,10/14/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9869,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,2.9,0.24,74,0.13,15925,0.0,Net 90 days,USD,plt,US,12/12/2022,12/16/2022,12/18/2022,12/18/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,0,0.0,0.0,0,0,Barbara Walker,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Marketing,CC83,GL3338,Ratha Natarajanan
PO9777,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.0,0.24,69,0.13,8167,0.0,Net 30 days,USD,plt,US,3/1/2023,3/4/2023,3/7/2023,3/7/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9981,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.0,0.24,96,0.13,16187,0.0,Net 90 days,USD,plt,US,3/4/2023,3/6/2023,3/8/2023,3/8/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Inside Delivery, Pallet Jack, Debris Removal",0,0.0,0.0,0,0,Kyle Chang,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Production,CC85,GL3338,Ratha Natarajanan
PO9973,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.0,0.3,96,0.13,16192,0.0,Net 60 days,USD,plt,US,3/7/2023,3/11/2023,3/13/2023,3/13/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Erica Jackson,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9799,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.0,0.3,69,0.13,8170,0.0,Net 30 days,USD,plt,US,5/24/2023,5/26/2023,5/29/2023,5/29/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9789,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,3.0,0.3,69,0.13,13258,0.0,Net 30 days,USD,plt,US,6/30/2023,7/5/2023,7/7/2023,7/7/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9804,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.0,0.3,69,0.13,16192,0.0,Net 30 days,USD,plt,US,8/11/2023,8/13/2023,8/15/2023,8/15/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Debris Removal",0,0.0,0.0,0,0,Rachel Reilly,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Production,CC85,GL3338,Ratha Natarajanan
PO9780,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.0,0.3,69,0.13,8170,0.0,Net 30 days,USD,plt,US,8/22/2023,8/26/2023,8/28/2023,8/28/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9786,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,3.0,0.3,69,0.13,13258,0.0,Net 30 days,USD,plt,US,10/7/2023,10/12/2023,10/14/2023,10/14/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9994,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.0,0.3,96,0.13,16192,0.0,Net 30 days,USD,plt,US,11/8/2023,11/10/2023,11/12/2023,11/12/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Debris Removal, Inside Delivery",0,0.0,0.0,0,0,Gary Brown,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9775,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.0,0.3,69,0.13,8170,0.0,Net 30 days,USD,plt,US,11/10/2023,11/12/2023,11/14/2023,11/14/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9783,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.1,0.3,69,0.13,8334,0.0,Net 30 days,USD,plt,US,6/14/2024,6/18/2024,6/20/2024,6/20/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9793,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,3.1,0.3,69,0.13,13487,0.0,Net 30 days,USD,plt,US,7/13/2024,7/18/2024,7/21/2024,7/21/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9784,Old Dominion Freight Line,SUP0054,yes,2.5,3.3,LTL,Transportation Service,Ground freight,"Old Dominion Freight Line-From standard less-than-truckload (LTL) to air freight and everything in between, Old Dominion offers a range of shipping solutions to meet your every business need.",CAT5670,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,3.1,0.3,69,0.13,13487,0.0,Net 30 days,USD,plt,US,9/2/2024,9/6/2024,9/8/2024,9/8/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,0,0.0,0.0,0,0,Alison Riley,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9876,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.5,0.13,93,0.12,7093,7092.81375,Net 30 days,USD,plt,US,11/19/2021,11/22/2021,11/24/2021,11/24/2021,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9970,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,2.5,0.13,96,0.12,14229,14228.502,Net 60 days,USD,plt,US,12/24/2021,12/26/2021,12/28/2021,12/28/2021,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Debris Removal, Inside Delivery, Pallet Jack",CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Natalie Best,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Marketing,CC83,GL3338,Ratha Natarajanan
PO9889,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,2.6,0.13,93,0.12,11839,11839.13682,Net 30 days,USD,plt,US,1/17/2022,1/19/2022,1/22/2022,1/22/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9896,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.6,0.13,93,0.12,7257,7256.5263,Net 30 days,USD,plt,US,2/3/2022,2/6/2022,2/9/2022,2/9/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9932,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,2.6,0.13,79,0.12,14490,14490.44208,Net 90 days,USD,plt,US,3/16/2022,3/18/2022,3/20/2022,3/20/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Debris Removal, Inside Delivery",CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Amanda Kennedy,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Assembly,CC84,GL3338,Ratha Natarajanan
PO9878,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.6,0.13,93,0.12,7257,7256.5263,Net 30 days,USD,plt,US,6/19/2022,6/24/2022,6/27/2022,6/27/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9891,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.6,0.13,93,0.12,7257,7256.5263,Net 30 days,USD,plt,US,8/21/2022,8/26/2022,8/29/2022,8/29/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9897,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.6,0.13,93,0.12,7257,7256.5263,Net 30 days,USD,plt,US,8/29/2022,8/31/2022,9/2/2022,9/2/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9895,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.6,0.13,93,0.12,7257,7256.5263,Net 30 days,USD,plt,US,11/29/2022,12/1/2022,12/4/2022,12/4/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9880,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.75,0.13,93,0.12,7502,7502.095125,Net 30 days,USD,plt,US,1/13/2023,1/18/2023,1/21/2023,1/21/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9893,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.75,0.13,93,0.12,7502,7502.095125,Net 30 days,USD,plt,US,4/12/2023,4/15/2023,4/17/2023,4/17/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9874,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,2.75,0.13,93,0.12,14883,14883.3522,Net 30 days,USD,plt,US,4/24/2023,4/28/2023,4/30/2023,4/30/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9892,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.75,0.13,93,0.12,7502,7502.095125,Net 30 days,USD,plt,US,5/29/2023,6/3/2023,6/6/2023,6/6/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
